ID,SKU,Nombre,"Precio rebajado","Precio normal",Categorías,Etiquetas
2242,7389D510SG,"BALATA DISCO DELANTERA TSURU LUSAC",,227,"Automotriz, Automotriz > Frenos","BALATA, FRENOS, LUSAC"
2316,LC93356,"CILINDRO RUEDA TRASERA LUSAC",,115,"Automotriz, Automotriz > Frenos","CILINDRO, FRENO, LUSAC"
2343,8310D1191SG,"BALATA DISCO DELANTERA URVAN LUSAC",,372,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, FRENO, LUSAC"
2363,LC079768,"CILINDRO RUEDA TRASERA LUSAC",,118,"Automotriz, Automotriz > Frenos","CILINDRO, FRENO, LUSAC, RUEDA"
3906,LC101,"GOMA RUEDA FRENO LUSAC",,51,"Automotriz, Automotriz > Frenos","FRENO, GOMA, LUSAC, RUEDA, SEDAN"
3942,LC90549,"CILINDRO RUEDA DELANTERA LUSAC",,120,"Automotriz, Automotriz > Frenos","CILINDRO, DELANTERA, DERECHO, IZQUIERDO, LUSAC. VW, RUEDA"
3979,LC57188,"PURGADOR 5/16 X 1"" LUSAC",,84,"Automotriz, Automotriz > Frenos","CHEVROLET, LUSAC, PURGADOR"
3992,LC121,"GOMA RUEDA FRENO LUSAC",,45,"Automotriz, Automotriz > Frenos","FRENO, GOMA, LUSAC, RUEDA, Toyota"
4002,LC4511R,"GOMA RUEDA FRENO LUSAC",,50,"Automotriz, Automotriz > Frenos","FRENO, GOMA, LUSAC, RUEDA, Toyota"
4010,LC6858,"PURGADOR 3/8 X 1""3/16 LUSAC",,97,"Automotriz, Automotriz > Frenos","FORD, LUSAC, PURGADOR"
4031,LC114197,"CILINDRO RUEDA TRASERA LUSAC",,123,"Automotriz, Automotriz > Frenos","CILINDRO, DERECHA, IZQUIERDA, LUSAC, RUEDA, TRASERA, Tsuru"
4033,LC21075,"REPUESTO FRENO DISCO LUSAC",,57,"Automotriz, Automotriz > Frenos","DISCO, FRENO, HIACE, LUSAC, REPUESTO, Toyota"
4045,LC113,"CUBRE POLVO LUSAC",,64,"Automotriz, Automotriz > Frenos","CUBRE POLVO, LUSAC, SEDAN"
4090,LC611,"GOMA RUEDA FRENO LUSAC",,51,"Automotriz, Automotriz > Frenos","FRENO, GOMA, LUSAC, RUEDA"
4096,LC90547,"BOMBA FRENO LUSAC",,398,"Automotriz, Automotriz > Frenos","BOMBA, CILINDRO, FRENO, LUSAC, MAESTRO, SEDAN, VW"
4116,LC4518R,"GOMA RUEDA FRENO LUSAC",,64,"Automotriz, Automotriz > Frenos","FRENO, GOMA, LUSAC, RUEDA"
4130,LC6446,"PURGADOR 1/4 X 15/16 LUSAC",,72,"Automotriz, Automotriz > Frenos","LUSAC, PURGADOR"
4154,LC2936,"GOMA ESTRIADA LUSAC",,46,"Automotriz, Automotriz > Frenos","ESTRIADA, GOMA, LUSAC"
4166,LC641,"REPUESTO FRENO DISCO LUSAC",,36,"Automotriz, Automotriz > Frenos","DISCO, FRENO, LUSAC, NISSAN, REPUESTO"
4170,LC6027,"MANGUERA FRENOS LUSAC",,77,"Automotriz, Automotriz > Frenos","DELANTERA, FRENOS, LUSAC, MANGUERA, VW"
4186,LC102443,"REPUESTO FRENO DISCO LUSAC",,48,"Automotriz, Automotriz > Frenos","DISCO, FRENO, LUSAC, POINTER, REPUESTO"
4335,LC47567R,"GOMA RUEDA LUSAC",,32,"Automotriz, Automotriz > Frenos","FRENO, GOMA, LUSAC, RUEDA"
4343,LC6600,"CILINDRO ESCLAVO LUSAC",,379,"Automotriz, Automotriz > Frenos","CILINDRO, Clutch, ESCLAVO, LUSAC, NISSAN"
4348,LC96399,"CILINDRO RUEDA LUSAC",,155,"Automotriz, Automotriz > Frenos","CILINDRO, DERECHO, IZQUIERDO, LUSAC, RUEDA, TRASERA"
4409,LC107,"GOMA RUEDA FRENO LUSAC",,51,"Automotriz, Automotriz > Frenos","FRENO, GOMA, LUSAC, RUEDA, SEDAN"
4433,,"DISCO FRENO BREMBO",,430,"Automotriz, Automotriz > Frenos","BREMBO, CHEVY, DELANTERO, DISCO, FRENO"
5659,355010731,"BALATA FRENO DISCO AUDI PAGID",628,713,"Automotriz, Automotriz > Frenos","BALATA, CABRIOLET, DISCO, FRENO, PAGID AUDI, QUATRO"
5662,355013861,"BALATA FRENO DISCO AUDI PAGID",682,775,"Automotriz, Automotriz > Frenos","AUDI, BALATA, DELANTERO, DISCO, FREMNO, PAGID"
5666,355008741,"BALATA FRENO DISCO BMW PAGID",613,696,"Automotriz, Automotriz > Frenos","BALATA, BMW, DELANTERO, FRENO, PAGID"
5670,355009271,"BALATA FRENO DISCO BMW PAGID",759,862,"Automotriz, Automotriz > Frenos","BALATA, BMW, DELANTERA, DISCO, FRENO, SEDAN"
5674,355011261,"BALATA FRENO DISCO BMW MINI COOPER PAGID",783,890,"Automotriz, Automotriz > Frenos","BALATA, BMW, DISCO, FRENO, MINI COOPER, PAGID"
5677,355012341,"BALATA FRENO DISCO BMW MINI COOPER PAGID",717,815,"Automotriz, Automotriz > Frenos","BALATA, BMW, DELANTERA, DISCO, FRENO, MINI COOPER, PAGID"
5681,355015781,"BALATA FRENO DISCO BMW X3 PAGID",771,876,"Automotriz, Automotriz > Frenos","BALATA, BMW, DELANTERO, FRENO, PAGID"
5685,355012541,"BALATA FRENO DISCO BMW X5 PAGID",959,1090,"Automotriz, Automotriz > Frenos","BALATA, BMW, DELANTERO, FRENO, PAGID"
5689,355014231,"BALATA FRENO DISCO DODGE CHRYSLER PAGID",610,693,"Automotriz, Automotriz > Frenos","BALATA, CHYSLER, DELANTERO, DODGE, FRENO, JEEP LIBERTY, NITRO, WRANGLER"
5692,355009671,"BALATA FRENO DISCO DODGE CHRYSLER PAGID",447,508,"Automotriz, Automotriz > Frenos","AVENGER, BALATA, CALIBER, CHRYSLER, DELANTERO, DODGE, FRENO, LANCER, OUTLANDER, PAGID, PATRIOT"
5695,355006571,"BALATA FRENO DISCO HYUNDAI PAGID",569,647,"Automotriz, Automotriz > Frenos","BALATA, DISCO, DODGE, FRENO, HYUNDAI, PAGID"
5699,355012921,"BALATA FRENO DELANTERO FIAT PEUGEOT PAGID",864,981,"Automotriz, Automotriz > Frenos","BALATA, DELANTERO, DUCATO, FIAT, FRENO, PAGID, PEUGEOT"
5701,355008901,"BALATA FRENO DISCO ECOSPORT PAGID",526,598,"Automotriz, Automotriz > Frenos","BALATA, DELANTERO, DISCO, ECO SPORT, FORD, FRENO, PAGID"
5705,355012771,"BALATA FRENO DISCO TRANSIT PAGID",677,769,"Automotriz, Automotriz > Frenos","BALATA, DISCO, FORD, FRENO, PAGID, TRANSIT"
5709,355017141,"BALATA FRENO DISCO AVEO PAGID",528,600,"Automotriz, Automotriz > Frenos","Aveo, BALATA, DELANTERO, DISCO, FRENO, OPTRA, PAGID, PONTIAC, SEDAN"
5713,355011251,"BALATA FRENO DISCO SPARK PAGID",469,533,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, DISCO, FRENO, PAGID, PONTIAC, SPARK"
5716,355009731,"BALATA FRENO DISCO HONDA CIVIC PAGID",418,475,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, DISCO, FRENO, HONDA CIVIC, PAGID"
5719,355012581,"BALATA FRENO DISCO MERCEDES BENZ PAGID",1001,1138,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, DISCO, FRENO, MERCEDES BENZ, PAGID"
5723,355014071,"BALATA FRENO DISCO NISSAN MARCH PAGID",442,502,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, DISCO, FRENO, MARCH, PAGID"
5727,355011071,"BALATA FRENO DISCO PEUGEOT PAGID",612,695,"Automotriz, Automotriz > Frenos","BALATA, DELANTERO, DISCO, FRENO, PAGID, PEUGEOT"
5731,355013341,"BALATA FRENO DISCO PEUGEOT PAGID",622,706,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, DISCO, FRENO, PAGID"
5735,355017021,"BALATA FRENO DISCO MATIZ PAGID",460,522,"Automotriz, Automotriz > Frenos","BALATA, DELANTERO, DISCO, FRENO, PAGID, PONTIAC"
5739,355014791,"BALATA FRENO DISCO RENAULT PAGID",574,652,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, DISCO, DUSTER, FLUENCE, FRENO, PAGID, RENAULT"
5743,355013981,"BALATA FRENO DISCO RENAULT PAGID",640,727,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, DISCO, FRENO, PAGID, RENAULT"
5745,355010541,"BALATA FRENO DISCO RENAULT PAGID",676,768,"Automotriz, Automotriz > Frenos","BALATA, DISCO, FRENO, MEGANE, PAGID, RENAULT, SCENIC"
5749,355016921,"BALATA FRENO DISCO TOYOTA PAGID",502,570,"Automotriz, Automotriz > Frenos","BALATA, DISCO, FRENO, HIACE, PAGID, Toyota"
5750,355015401,"BALATA FRENO DISCO AMAROK PAGID",987,1122,"Automotriz, Automotriz > Frenos","AMAROK, BALATA, DELANTERA, DISCO, FRENO, PAGID"
5756,355010581,"BALATA FRENO DISCO VW BORA SEAT PAGID",972,1105,"Automotriz, Automotriz > Frenos","AUDI, BALATA, BEETLE, BORA, DELANTERA, DISCO, FRENO, PAGID, SEAT, TOLEDO"
5757,355007891,"BALATA FRENO DISCO VW GOLF JETTA PAGID",488,555,"Automotriz, Automotriz > Frenos","BALATA, CABRIO, DELANTERA, DERBY, DISCO, FRENO, GOLF, JETTA, PAGID"
5761,355011441,"BALATA FRENO DISCO VW EUROVAN PAGID",978,1112,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, DIESEL, DISCO, EUROVAN, FRENO, PAGID"
5766,355013331,"BALATA FRENO DISCO VW JETTA PASSAT PAGID",541,615,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, FRENO, GOLF, JETTA, PAGID, PASSAT, TIGUAN"
5770,355017891,"BALATA FRENO DISCO PAGID",314,356,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, DISCO, FRENO, GOLF, JJETA, PAGID, PASSAT"
5774,355008351,"BALATA FRENO DISCO PAGID",401,456,"Automotriz, Automotriz > Frenos","BALATA, CABRIO, DELANTERO, DISCO, FRENO, GOL, GOLF, PAGID"
5778,355008551,"BALATA FRENO DISCO PAGID",702,797,"Automotriz, Automotriz > Frenos","BALATA, BEETLE, CROSS FOX, DELANTERA, DISCO, FRENO, JETTA, PAGID"
5782,355008591,"BALATA FRENO DISCO PAGID",501,569,"Automotriz, Automotriz > Frenos","BALATA, BEETLE, CROSS FOX, DELANTERA, FRENO, IBIZA, JETTA, LUPO, PAGID, SEAT CORDOBA"
5786,355014031,"BALATA FRENO DISCO PAGID",639,727,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, DISCO, FRENO, PAGID, PASSAT, TIGUAN"
5790,355011031,"BALATA FRENO DISCO PAGID",640,728,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, DISCO, FRENO, PAGID, POINTER"
5791,355018801,"BALATA FRENO DISCO PAGID",703,799,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, DISCO, FRENO, PAGID, POLO, SEAT"
5795,355011851,"BALATA FRENO DISCO PAGID",1289,1465,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, DISCO, FRENO, PAGID, TOUAREG"
5802,355020521,"BALATA FRENO DISCO PAGID",830,943,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, DISCO, FRENO, PAGID, VENTO"
5806,355011991,"BALATA FRENO DISCO PAGID",514,584,"Automotriz, Automotriz > Frenos","BALATA, CIRRUS, DELANTERA, DISCO, FRENO, PAGID, STARTUS"
5810,"355 010 061","BALATA FRENO DISCO PAGID",505,574,"Automotriz, Automotriz > Frenos","BALATA, CHRYSLER, DELANTERO, DISCO, FRENO, PAGID, TOWN COUNTRY, VOYAGER"
5814,"355 013 121","BALATA FRENO DISCO PAGID",547,621,"Automotriz, Automotriz > Frenos","BALATA, CAPTIVA, DELANTERO, DISCO, EQUINOX, FRENO, PAGID, PONTIAC, SUZUKI"
5816,"355 016 511","BALATA FRENO DISCO PAGID",663,754,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, DISCO, FRENO, Honda, PAGID"
5817,"355 017 171","BALATA FRENO DISCO PAGID",424,482,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, DISCO, FRENO, PAGID"
5820,"355 013 781","BALATA FRENO DISCO PAGID",,,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, DISCO, FRENO, NISSAN, PAGID, SENTRA"
5824,"355 018 131","BALATA FRENO DISCO PAGID",335,380,"Automotriz, Automotriz > Frenos","APRIO, BALATA, DELANTERA, DISCO, FRENO, NISSAN, PAGID, PLATINA, RENAULT, SANDERO, STEPWAY"
5828,"355 010 221","BALATA FRENO DISCO PAGID",424,482,"Automotriz, Automotriz > Frenos","BALATA, COROLLA, DELANTERA, DISCO, FRENO, MATRIX, Toyota"
5832,355013651,"BALATA FRENO DISCO PAGID",727,826,"Automotriz, Automotriz > Frenos","AUDI, BALATA, DISCO, FRENO, PAGID, TRASERA"
5836,355011271,"BALATA FRENO DISCO PAGID",631,716,"Automotriz, Automotriz > Frenos","BALATA, BMW, DISCO, FRENO, PAGID, TRASERA"
5838,355013941,"BALATA FRENO DISCO PAGID",511,581,"Automotriz, Automotriz > Frenos","BALATA, BMW, DISCO, FRENO, PAGID, TRASERA"
5842,355012911,"BALATA FRENO DISCO PAGID",544,618,"Automotriz, Automotriz > Frenos","BALATA, DISCO, FIAT, FRENO, PEUGEOT, TRASERA"
5846,355014951,"BALATA FRENO DISCO PAGID",550,625,"Automotriz, Automotriz > Frenos","BALATA, DISCO, ESCAPE, FORD, FRENO, MERCURY, PAGID, TRASERA"
5848,355011731,"BALATA FRENO DISCO PAGID",505,574,"Automotriz, Automotriz > Frenos","BALATA, DISCO, FOCUS, FRENO, MAZDA, PAGID, PONTIAC, TRASERA, VECTRA"
5854,355009581,"BALATA FRENO DISCO PAGID",421,479,"Automotriz, Automotriz > Frenos","BALATA, DISCO, FRENO, Honda, PAGID, TRASERA"
5858,355012741,"BALATA FRENO DISCO PAGID",858,975,"Automotriz, Automotriz > Frenos","BALATA, DISCO, FRENO, MERCEDES BENZ, PAGID, TRASERA"
5862,355011421,"BALATA FRENO DISCO PAGID",699,794,"Automotriz, Automotriz > Frenos","BALATA, DISCO, FRENO, MERCEDES BENZ, TRASERA"
5866,355013661,"BALATA FRENO DISCO PAGID",547,621,"Automotriz, Automotriz > Frenos","BALATA, DISCO, FRENO, MINI COOPER, PAGID, TRASERO"
5870,355017341,"BALATA FRENO DISCO PAGID",631,716,"Automotriz, Automotriz > Frenos","BALATA, DISCO, FRENO, PAGID, RENAULT, TRASERA"
5871,355010601,"BALATA FRENOS DISCO PAGID",759,863,"Automotriz, Automotriz > Frenos","ALTEA, AUDI, BALATA, BEETLE, BORA, DISCO, FRENO, GOLF, LEON, PAGID, PASSAT, SEAT, TIGUAN, TRASERA"
5878,355010971,"BALATA FRENO DISCO PAGID",523,594,"Automotriz, Automotriz > Frenos","AUDI, BALATA, DISCO, EUROVAN, FRENO, PAGID, QUATTRO, TRASERA"
5881,355017711,"BALATA FRENO DISCO PAGID",480,545,"Automotriz, Automotriz > Frenos","BALATA, BEETLE, DISCO, FRENO, GOLF, IBIZA, JETTA, LEON, PAGID, PASSAT, SEAT, TOLEDO, TRASERA"
5885,355018111,"BALATA FRENO DISCO PAGID",522,593,"Automotriz, Automotriz > Frenos","AUDI, BALATA, BEETLE, DISCO, FRENO, GOLF, IBIZA, JETTA, LEON, PAGID, PASSAT, SEAT, TOLEDO, TRASERA"
5888,355014021,"BALATA FRENO DISCO PAGID",854,970,"Automotriz, Automotriz > Frenos","AUDI, BALATA, BEETLE, BORA, DISCO, FRENO, GOLF, JETTA, PAGID, PASSAT, TRASERA"
5893,P85072,"BALATA FRENO DISCO DELANTERO BREMBO",620,704,"Automotriz, Automotriz > Frenos","AUDI, BALATA, BREMBO, DELANTERO, DISCO, FRENO, IBIZA, SEAT"
5896,P85073N,"BALATA FRENO DISCO DELANTERO BREMBO",850,966,"Automotriz, Automotriz > Frenos","AUDI, BALATA, BREMBO, DELANTERO, DISCO, FRENO, JETTA, VOLKSWAGEN"
5899,P54030N,"BALATA FRENO DISCO DELANTERO BREMBO",823,935,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, CHRYSLER, DELANTERO, FRENO DISCO, MITSUBISHI"
5902,P11007N,"BALATA FRENO DISCO DELANTERO BREMBO",898,1021,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, CHYSLER, DELANTERA, DISCO, FRENO, LEBARON, PHANTOM"
5905,P11015N,"BALATA FRENO DISCO DELANTERO BREMBO",520,591,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, CARAVAN, CHRYSLER, DELANTERO, DISCO, DODGE, FRENO"
5908,P56093N,"BALATA FRENO DISCO DELANTERO BREMBO",700,795,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, DELANTERO, DISCO, FRENO, FRONTIER, NISSSAN, PATHFINDER, PICK UP"
5910,P23039N,"BALATA FRENO DISCO DELANTERO BREMBO",382,434,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, DELANTERO, DISCO, FOX, FRENO, VOLKSWAGEN"
5913,P56021N,"BALATA FRENO DISCO DELANTERA BREMBO",913,1037,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, DELANTERO, DISCO, FRENO, INFINITI, MAXIMA, NISSAN, SUZUKI"
5916,P30002N,"BALATA FRENO DISCO DELANTERA BREMBO",754,857,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, DELANTERA, DISCO, FRENO, INFINITI, NISSAN, SENTRA"
5919,P28042N,"BALATA FRENO DISCO DELANTERA BREMBO",531,603,"Automotriz, Automotriz > Frenos","ACURA, BALATA, BREMBO, DELANTERA, DISCO, FRENO, HONDA ACCORD"
5922,P49011N,"BALATA FRENO DISCO DELANTERA BREMBO",367,417,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, DELANTERA, DISCO, FORD, FRENO, MAZDA, MERCURY"
5925,P37004N,"BALATA FRENO DISCO DELANTERA BREMBO",550,625,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, CHEROKEE, COMANCHE, DELANTERA, DISCO, FRENO, JEEP, WAGONEER"
5928,P28026N,"BALATA FRENO DISCO DELANTERO BREMBO",551,626,"Automotriz, Automotriz > Frenos","ACCORD, BALATA, DELANTERO, DISCO, FRENO, Honda, ODYSSEY"
5931,P11006N,"BALATA FRENO DISCO DELANTERA BREMBO",870,988,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, CHRYSLER, DELANTERA, DISCO, FRENO, LEBARON, NEW UORKER, SHADOW, TOWN COUNTRY"
5934,P11008N,"BALATA FRENO DISCO DELANTERA BREMBO",375,426,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, CHYSLER, DELANTERA, DISCO, DODGE, FRENO"
5937,P28023N,"BALATA FRENO DISCO DELANTERA BREMBO",879,999,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, CIVIC, DELANTERA, DISCO, FIT, FRENO, Honda"
5964,P24041N,"BALATA FRENO DISCO DELANTERA BREMBO",890,1012,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, DISCO, FORD, FRENO, MAZDA, MERCURY"
5969,P24100N,"BALATA FRENO DISCO DELANTERA BREMBO",530,603,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, DISCO BREMBO, FORD, FRENO, LINCOLN, MERCURY"
5971,P24102N,"BALATA FRENO DISCO DELANTERA BREMBO",1072,1218,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, DISCO, FORD, FRENO, LINCOLN"
5974,P36017N,"BALATA FRENO DISCO DELANTERA BREMBO",550,625,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, CHEVY, DELANTERA, DISCO, FRENO"
5977,P56040N,"BALATA DISCO FRENO DELANTERA BREMBO",,,"Automotriz, Automotriz > Frenos","ACURA, BALATA, BREMBO, DELANTERA, FRENO, INFINITI"
5980,P85032N,"BALATA FRENO DISCO DELANTERA BREMBO",630,716,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, DELANTERA, DISCO, FRENO, GOLF, JETTA"
5984,P10023N,"BALATA FRENO DISCO DELANTERA BREMBO",488,554,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, DELANTERA, DISCO, FRENO, GRAND AM, MALIBU"
5987,P24110N,"BALATA FRENO DISCO DELANTERO BREMBO",1168,1327,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, DELANTERO, DISCO, FORD, FRENO"
5990,P85041N,"BALATA FRENO DISCO DELANTERA BREMBO",515,585,"Automotriz, Automotriz > Frenos","BALATA, BEETLE, DELANTERA, DISCO, FRENO"
