ID,SKU,Nombre,"Precio rebajado","Precio normal",Categorías,Etiquetas
6566,A-6994,"TAMBOR FRENO TRASERO BREMBO",467,530,"Automotriz, Automotriz > Frenos","BREMBO, FRENO, NISSAN, SENTRA, TAMBOR, TIIDA, TRASERO"
6568,A-5748,"TAMBOR FRENO TRASERO BREMBO",501,570,"Automotriz, Automotriz > Frenos","BREMBO, FRENO, NISSAN, SENTRA, TAMBOR, TRASERO"
6570,A-4749,"TAMBOR FRENO TRASERO BREMBO",857,974,"Automotriz, Automotriz > Frenos","BREMBO, FRENO, NISSAN, TAMBOR, TRASERO, TSUBAME, VANETTE"
6572,A-4735,"TAMBOR FRENO TRASERO BREMBO",387,440,"Automotriz, Automotriz > Frenos","BREMBO, FRENO, NISSAN, TAMBOR, TRASERO, TSURU GS"
6574,A-4006,"TAMBOR FRENO TRASERO BREMBO",386,438,"Automotriz, Automotriz > Frenos","BREMBO, FRENO, NISSAN, SAMURAI, TAMBOR, TRASERO, TSURU I, VAGONETA"
6577,A-5935,"TAMBOR FRENO TRASERO BREMBO",784,891,"Automotriz, Automotriz > Frenos","BREMBO, ESTAQUITAS, FRENO, NISSAN, PICK UP, TAMBOR, TRASERO, Urvan"
6579,A-5951,"TAMBOR FRENO TRASERO BREMBO",549,624,"Automotriz, Automotriz > Frenos","BREMBO, FRENO, PEUGEOT, TAMBOR, TRASERO"
6581,A-5959,"TAMBOR FRENO TRASERO BREMBO",612,696,"Automotriz, Automotriz > Frenos","BREMBO, FRENO, PEUGEOT, TAMBOR, TRASERO"
6583,A-5963,"TAMBOR FRENO TRASERO BREMBO",609,692,"Automotriz, Automotriz > Frenos","BREMBO, CLIO, FRENO, RENAULT, TAMBOR, TRASERO"
6585,A-5966,"TAMBOR FRENO TRASERO BREMBO",634,721,"Automotriz, Automotriz > Frenos","BREMBO, FRENO, KANGOO, RENAULT, TAMBOR, TRASERO"
6587,A-7418,"TAMBOR FRENO TRASERO BREMBO",565,642,"Automotriz, Automotriz > Frenos","BREMBO, FRENO, MATIZ, PONTIAC, TAMBOR, TRASERO"
6589,A-7490,"TAMBOR FRENO TRASERO BREMBO",674,765,"Automotriz, Automotriz > Frenos","CLASICO, FRENO, TAMBOR, TRASERO, VOLKSWAGEN"
6591,A-5968,"TAMBOR FRENO TRASERO BREMBO",528,600,"Automotriz, Automotriz > Frenos","ATLANTIC, BREMBO, CARIBE, FRENO, GOLF, JETTA, TAMBOR, TRASERO"
6593,A-4026,"TAMBOR FRENO TRASERO BREMBO",503,572,"Automotriz, Automotriz > Frenos","BREMBO, COMBI, FRENO, PANEL, TAMBOR, TRASERO"
6595,14.9384.10,"TAMBOR FRENO TRASERO BREMBO",502,571,"Automotriz, Automotriz > Frenos","BREMBO, FRENO, GOL, TAMBOR, TRASERO, VW"
6597,A-5926,"TAMBOR FRENO TRASERO BREMBO",605,688,"Automotriz, Automotriz > Frenos","BREMBO, FRENO, GOLF, JETTA, TAMBOR, TRASERO"
6599,A-5890,"TAMBOR FRENO TRASERO BREMBO",592,673,"Automotriz, Automotriz > Frenos","BREMBO, FRENO, POINTER, TAMBOR, TRASERO"
6601,A-2590,"TAMBOR FRENO TRASERO BREMBO",736,836,"Automotriz, Automotriz > Frenos","BRASILIA, BREMBO, FRENO, SEDAN, TAMBOR, TRASERO, VW"
6603,A-5911,"DISCO VENTILADO BREMBO",513,583,"Automotriz, Automotriz > Frenos","BREMBO, CLIO, DELANTERO, DISCO, FRENO, RENAULT, VENTILADO"
6605,A-5964,"DISCO VENTILADO BREMBO",643,730,"Automotriz, Automotriz > Frenos","BREMBO, CLIO, DISCO, FRENO, RENAULT, SPORT, VENTILADO"
6607,A-7378,"DISCO VENTILADO BREMBO",873,992,"Automotriz, Automotriz > Frenos","BREMBO, DELANTERO, DISCO, DUSTER, FLUENCE, RENAULT, VENTILADO"
6609,A-6076,"DISCO VENTILADO BREMBO",840,954,"Automotriz, Automotriz > Frenos","BREMBO, DISCO, FRENO, HIACE, Toyota, VENTILADO"
6611,A-5709,"DISCO VENTILADO BREMBO",479,544,"Automotriz, Automotriz > Frenos","BREMBO, DELANTERO, DISCO, FRENO, PICK UP, Toyota, TURBO, VENTILADO"
6612,A-6040,"DISCO VENTILADO BREMBO",547,622,"Automotriz, Automotriz > Frenos","BREMBO, DELANTERO, DISCO, FRENO, RAV4, Toyota, VENTILADO"
6614,A-4004,"DISCO SOLIDO BREMBO",332,377,"Automotriz, Automotriz > Frenos","ATLANTIC, BREMBO, CARIBE, CORSAR, DELANTERO, DISCO, FRENO, GOLF, JETTA, POINTER, SOLIDO"
6616,A-6029,"DISCO VENTILADO BREMBO",1160,1318,"Automotriz, Automotriz > Frenos","AUDI, BREMBO, CABRIO, DELANTERO, DISCO, FRENO, LUXURY, TENDRY, VENTILADO"
6617,A-6102,"DISCO VENTILADO BREMBO",754,856,"Automotriz, Automotriz > Frenos","BORA, BREMBO, DELANTERO, DISCO, FRENO, VENTILADO"
6619,A-6100MAX,"DISCO VENTILADO BREMBO",1401,1592,"Automotriz, Automotriz > Frenos","ALTEA, BORA, BREMBO, DELANTERO, DISCO, FRENO, LEON, SEAT, TOLEDO, VENTILADO"
6621,A-6100,"DISCO VENTILADO BREMBO",858,976,"Automotriz, Automotriz > Frenos","ALTEA, BORA, BREMBO, DELANTERO, DISCO, FRENO, LEON, SEAT, VENTILADO"
6623,A-4016,"DISCO SOLIDO BREMBO",715,813,"Automotriz, Automotriz > Frenos","BREMBO, COMBI, DELANTERO, DISCO, FRENO, PANEL, SOLIDO"
6625,A-4726,"DISCO SOLIDO BREMBO",490,557,"Automotriz, Automotriz > Frenos","BREMBO, DELANTERO, DERBY, DISCO, FRENO, GOLF, JETTA, SOLIDO"
6627,A-5924,"DISCO VENTILADO BREMBO",583,674,"Automotriz, Automotriz > Frenos","BREMBO, DELANTERO, DISCO, EUROVAN, FRENO, VENTILADO"
6629,A-6077,"DISCO VENTILADO BREMBO",1234,1402,"Automotriz, Automotriz > Frenos","BREMBO, DELANTERO, DIESEL, DISCO, EUROVAN, FRENO, VENTILADO"
6631,A-6165,"DISCO VENTILADO BREMBO",466,529,"Automotriz, Automotriz > Frenos","BREMBO, DELANTERO, DISCO, GOL, SAVEIRO, VENTILADO"
6633,A-6104,"DISCO VENTILADO BREMBO",1365,1551,"Automotriz, Automotriz > Frenos","AUDI, BORA, BREMBO, DELANTERO, DISCO, GOLF, PASSAT, TIGUAN, VENTILADO"
6635,A-4917,"DISCO VENTILADO BREMBO",478,544,"Automotriz, Automotriz > Frenos","BREMBO, DELANTERO, DISCO, FRENO, GOLF, JETTA, VENTILADO"
6637,A-I1427,"DISCO VENTILADO BREMBO",901,1024,"Automotriz, Automotriz > Frenos","BREMBO, DELANTERO, DISCO, FRENO, JETTA, NEW BEETLE, VENTILADO"
6639,A-I1429,"DISCO VENTILADO BREMBO",666,757,"Automotriz, Automotriz > Frenos","AUDI, BREMBO, DELANTERO, DISCO, FRENO, JETTA, NEW BEETLE, SEAT, VENTILADO"
6641,A-I1207,"DISCO VENTILADO BREMBO",518,588,"Automotriz, Automotriz > Frenos","AUDI, BREMBO, DELANTERO, DISCO, FRENO, PASSAT, VENTILADO"
6643,A-5889,"DISCO VENTILADO BREMBO",378,429,"Automotriz, Automotriz > Frenos","BREMBO, DELANTERO, DISCO, FRENO, POINTER, VENTILADO"
6645,A-5970,"DISCO VENTILADO BREMBO",647,736,"Automotriz, Automotriz > Frenos","BREMBO, DELANTERO, DISCO, FRENO, POLO, VENTILADO"
6647,I-1258,"DISCO VENTILADO BREMBO",629,714,"Automotriz, Automotriz > Frenos","BREMBO, DELANTERO, DISCO, FRENO, SEDAN, VENTILADO, VW"
6650,A-6198,"DISCO VENTILADO BREMBO",1110,1262,"Automotriz, Automotriz > Frenos","BREMBO, DELANTERO, DISCO, PICK UP, RUNNER, TACOMA, Toyota, TUNDRA, VENTILADO"
6652,08A54011,"DISCO SOLIDO BREMBO",530,603,"Automotriz, Automotriz > Frenos","BREMBO, DELANTERO, DISCO, FORD, SOLIDO"
6654,08A87111,"DISCO SOLIDO BREMBO",531,603,"Automotriz, Automotriz > Frenos","BREMBO, CRV, DISCO, FRENO, Honda, SOLIDO"
6656,08C30811,"DISCO SOLIDO BREMBO",423,480,"Automotriz, Automotriz > Frenos","BREMBO, DELANTERO, DISCO, FRENO, GRAND PICASSO, PEUGEOT, SOLIDO"
6658,A-7407,"DISCO SOLIDO BREMBO",525,597,"Automotriz, Automotriz > Frenos","AVANZA, BREMBO, DELANTERO, DISCO, FRENO, SOLIDO, Toyota"
6660,A-7305,"DISCO SOLIDO BREMBO",479,545,"Automotriz, Automotriz > Frenos","APRIO, BREMBO, DELANTERO, DISCO, NISSAN, SOLIDO, TRASERO"
6662,08C17221,"DISCO SOLIDO BREMBO",371,422,"Automotriz, Automotriz > Frenos","BREMBO, DELANTERO, DISCO, HYUNDAI, KIA, SOLIDO"
6664,08A11211,"DISCO SOLIDO BREMBO",408,464,"Automotriz, Automotriz > Frenos","BREMBO, DELANTERO, DISCO, MAZDA, SOLIDO"
6666,08C65911,"DISCO SOLIDO BREMBO",360,409,"Automotriz, Automotriz > Frenos","BREMBO, DELANTERO, DISCO, FRENO, PEUGEOT, SOLIDO"
6668,8716521,"DISCO SOLIDO BREMBO",303,344,"Automotriz, Automotriz > Frenos","BREMBO, DELANTERO, DISCO, FRENO, LUPO, POLO, SEAT, SOLIDO"
6670,08-7165-21,"DISCO SOLIDO BREMBO",392,445,"Automotriz, Automotriz > Frenos","BREMBO, DISCO, FRENO, SAVEIRO, SOLIDO, TRASERO"
6672,08-C172-21,"DISCO SOLIDO TRASERO",371,422,"Automotriz, Automotriz > Frenos","BREMBO, DISCO, FRENO, KIA, SOLIDO, SOUL, TRASERO"
6674,08-C659-11,"DISCO SOLIDO BREMBO",306,409,"Automotriz, Automotriz > Frenos","BREMBO, DISCO, FRENO, PEUGEOT, SOLIDO, TRASERO, TURBO"
6676,A-7457,"DISCO SOLIDO BREMBO",372,423,"Automotriz, Automotriz > Frenos","BEETLE, BREMBO, DISCO, FRENO, GOLF, JETTA, PASSAT, SOLIDO, TRASERO"
6678,A-4931,"DISCO SOLIDO BREMBO",277,315,"Automotriz, Automotriz > Frenos","BREMBO, DISCO, FRENO, NEON, TRASERO"
6680,A-G0313,"DISCO VENTILADO BREMBO",726,825,"Automotriz, Automotriz > Frenos","BREMBO, CADILLAC, DISCO, FRENO, SUBURBAN, TAHOE, TRASERO, VENTILADO, YUKON"
6682,A-5929,"DISCO SOLIDO BREMBO",535,608,"Automotriz, Automotriz > Frenos","AUDI, BREMBO, DISCO, FRENO, SOLIDO, TRASERO"
6684,A-5982,"DISCO SOLIDO BREMBO",331,376,"Automotriz, Automotriz > Frenos","AUDI, BREMBO, DISCO, FRENO, SOLIDO, TRASERO"
6685,A-5989,"DISCO VENTILADO BREMBO",614,697,"Automotriz, Automotriz > Frenos","BMW, BREMBO, DISCO, FRENO, TRASERO, VENTILADO"
6687,A-6341,"DISCO VENTILADO BREMBO",532,605,"Automotriz, Automotriz > Frenos","BREMBO, DISCO, FRENO, MAGNUM, TRASERO, VENTILADO"
6688,A-6044,"DISCO SOLIDO BREMBO",431,490,"Automotriz, Automotriz > Frenos","BREMBO, DISCO, FRENO, JEEP, LIBERTY, SOLIDO, TRASERO"
6690,A-6171,"DISCO SOLIDO BREMBO",618,703,"Automotriz, Automotriz > Frenos","BREMBO, DISCO, FRENO, JOURNEY, SOLIDO, TOWN COUNTRY, TRASERO"
6692,A-6051,"DISCO SOLIDO BREMBO",589,669,"Automotriz, Automotriz > Frenos","BREMBO, DISCO, FRENO, PACIFICA, SOLIDO, TRASERO"
6693,A-6191,"DISCO VENTILADO BREMBO",940,1069,"Automotriz, Automotriz > Frenos","BREMBO, DISCO, FRENO, PICK UP, RAM, TRASERO, VENTILADO"
6695,A-4993,"DISCO SOLIDO BREMBO",366,416,"Automotriz, Automotriz > Frenos","BREMBO, CIRRUS, DISCO, FRENO, SOLIDO, STRATUS, TRASERO"
6697,A-5384,"DISCO VENTILADO BREMBO",403,458,"Automotriz, Automotriz > Frenos","BREMBO, DISCO, EXPLORER, FORD, FRENO, TRASERO, VENTILADO"
6699,A-6053,"DISCO VENTILADO BREMBO",409,464,"Automotriz, Automotriz > Frenos","BREMBO, DISCO, FORD, FREESTAR, FRENO, TRASERO, VENTILADO"
6701,A-6002,"DISCO VENTILADO BREMBO",513,582,"Automotriz, Automotriz > Frenos","BREMBO, DISCO, EXPLORER, FORD, FRENO, LOBO, NAVIGATOR, TRASERO, VENTILADO"
6703,A-5903,"DISCO VENTILADO BREMBO",275,313,"Automotriz, Automotriz > Frenos","DISCO, FORD, FRENO, MONDEO, TRASERO, VENTILADO"
6705,A-5894,"DISCO SOLIDO BREMBO",289,328,"Automotriz, Automotriz > Frenos","ASTRA, BREMBO, DISCO, FRENO, SOLIDO, TRASERO"
6707,A-5896,"DISCO SOLIDO BREMBO",390,443,"Automotriz, Automotriz > Frenos","ASTRA, BREMBO, DISCO, FRENO, SOLIDO, TRASERO, ZAFIRA"
6709,A-6010,"DISCO VENTILADO BREMBO",1267,1439,"Automotriz, Automotriz > Frenos","DISCO, FRENO, MICRO, TRASERO, VENTILADO"
6710,A-6055,"DISCO SOLIDO BREMBO",418,474,"Automotriz, Automotriz > Frenos","BREMBO, DISCO, FRENO, MALIBU, SOLIDO, TRASERO"
6712,A-5692,"DISCO VENTILADO BREMBO",724,822,"Automotriz, Automotriz > Frenos","BREMBO, DISCO, FRENO, PICK UP, TRASERO, VENTILADO"
6714,A-5694,"DISCO VENTILADO BREMBO",860,978,"Automotriz, Automotriz > Frenos","BREMBO, DISCO, FRENO, SIERRA, SILVERADO, SUBURBAN, TRASERO, VENTILADO"
6716,A-I1230,"DISCO SOLIDO BREMBO",316,359,"Automotriz, Automotriz > Frenos","ACCORD, BREMBO, DISCO, FRENO, Honda, SOLIDO, TRASERO"
6718,A-I1220,"DISCO SOLIDO BREMBO",247,280,"Automotriz, Automotriz > Frenos","BREMBO, CIVIC, COUPER, DISCO, FRENO, SOLIDO, TRASERO"
6720,A-6045,"DISCO SOLIDO BREMBO",440,500,"Automotriz, Automotriz > Frenos","BREMBO, DISCO, Honda, PILOT, SOLIDO, TRASERO"
6722,A-6321,"DISCO SOLIDO BREMBO",419,476,"Automotriz, Automotriz > Frenos","DISCO, FRENO, GRAND CHEROKEE, JEEP, SOLIDO, TRASERO"
19675,FWBD3039,"BALATA DISCO GM ONIX TRACKER 20-22 CERAMICA AUTOMOTRIZ FURWAGEN",654,817,"Automotriz, Automotriz > Frenos","BALATA, CERAMINA, DISCO, FRENO, FURWAGEN, ONIX, TRACKER"
19731,P28089N,"BALATA ACURA RDX HONDA CIVIC BREMBO",874,993,"Automotriz, Automotriz > Frenos","ACURA, BALATA, BREMBO, CIVIC, Honda, RDX"
19733,P28022N,"BALATA ACURA  HONDA ACCORD, CIVIC, BREMBO",1060,1205,"Automotriz, Automotriz > Frenos","ACCORD, ACURA, BALATA, BREMBO, CIVIC, Honda"
19735,P85114N,"BALATA AUDI A1 , SEAT, ALTEA, NEON, BEETLE BREMBO",831,944,"Automotriz, Automotriz > Frenos","ALTEA, AUDI, BALATA, BEETLE, BREMBO, JETTA, LEON, PASSAT, SEAT"
19738,P85146N,"BALATA AUDI A1, SEAT, BEETLE, JETTA, GOLF, BREMBO",1610,1830,"Automotriz, Automotriz > Frenos","AUDI A1, BALATA, BEETLE, BREMBO, GOLF, JETTA, LEON, PASSAT, SEAT"
19740,09.7010.76,"BALATA AUDI A1 SEAT, BEETLE, POLO BREMBO",1853,2106,"Automotriz, Automotriz > Frenos","AUDI A1, BALATA, BEETLE, BREMBO, JETTA, SEAT"
19742,08.7165.10,"BALATA AUDI A1 SEAT, BEETLE, TOLEDO, POLO, BREMBO",359,408,"Automotriz, Automotriz > Frenos","AUDI, BALATA, BEETLE, BREMBO, CORDOBA, IBIZA, JETTA, LEON, SEAT, TOLEDO"
19743,08.7165.1X,"BALATA AUDI, SEAT, LEON, TOLEDO, BEETLE, JETTA, BREMBO",1152,1309,"Automotriz, Automotriz > Frenos","BALATA AUDI, BEETLE, BREMBO, JETTA, LEON, SEAT, TOLEDO"
19744,DS-P85020,"BALATA AUDI, PEUGEOT, RENAULT, MEGANE, CORDOBA, BEETLE, POLO, BREMBO",583,663,"Automotriz, Automotriz > Frenos","BALATA AUDI, BEETLE, BREMBO, CORDOBA, MEGANE, PEUGEOT, POLO, RENAULT"
19746,P85020X,"BALATA AUDI A1 A3 A4 BEETLE, POLO BREMBO",849,965,"Automotriz, Automotriz > Frenos","AUDI, BALATA, BEETLE, BREMBO, POLO, SEAT, TOLEDO"
19748,P85075,"BALATA AUDI SEAT BEETLE GOLF POLO BREMBO",959,1090,"Automotriz, Automotriz > Frenos","AUDI, BALATA, BEETLE, BREMBO, ELTEA, GOLF, PASSAT, SEAT"
19750,09.7011.1X,"BALATA AUDI SEAT IBIZA TOLEDO LUPO BREMBO",1573,1787,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, CROSS FOX, IBIZA, JETTA, LUPO, SEAT, TOLEDO, VENTO"
19752,P85041,"BALATA AUDI SEAT LEON IBIZA TOLEDO GOL BREMBO",862,980,"Automotriz, Automotriz > Frenos","AUDI, BALATA, BREMBO, GOL, IBIZA, LEON, SEAT, TOLEDO"
19754,P85073,"AUDI A3 SEAT LEON BORA GOLF JETTA PASSAT BREMBO",829,942,"Automotriz, Automotriz > Frenos","AUDI A3, BORA, BREMBO, GOLF, PASSAT, SEAT, TOLEDO"
19756,P85072N,"BALATA AUDI A3 CORDOBA LEON BEETLE POLO BREMBO",818,929,"Automotriz, Automotriz > Frenos","AUDI A3, BALATA, BEETLE, BREMBO, IBIZA, JETTA, LEON, POLO"
19758,09.9145.10,"BALATA AUDI A3 ALTEA LEON BEETLE CADDY BREMBO",1366,1552,"Automotriz, Automotriz > Frenos","ALTEA, AUDI A3, BALATA, BEETLE, BORA, BREMBO, CADDY, JETTA, LEON"
19759,P85126,"BALATA AUDI A3 SETA LEON GOLF TIGUAN BREMBO",1292,1468,"Automotriz, Automotriz > Frenos","AUDI A3, BALATA, BREMBO, GOLF, JETTA, LEON, SEAT, TIGUAN"
19762,P85085N,"BALATA AUDI A4 QUATTRO PASSAT BREMBO",1392,1582,"Automotriz, Automotriz > Frenos","AUDI A4, BALATA, BREMBO, PASSAT, QUATTRO"
19764,P85044N,"BALATA AUDI A4 BREMBO",1263,1435,"Automotriz, Automotriz > Frenos","AUDI A4, BALATA, BREMBO"
19767,P85113N,"BALATA AUDI A4 BREMBO",1397,1587,"Automotriz, Automotriz > Frenos","AUDI A4, BALATA, BREMBO"
19769,09.A758.1X,"BALATA AUDI A4 BREMBO",2371,2694,"Automotriz, Automotriz > Frenos","AUDI A4, BALATA, BREMBO"
19771,P06075N,"BALATA BMW BREMBO",1508,1714,"Automotriz, Automotriz > Frenos","BALATA .BMW, BREMBO"
19773,P06021,"BALATA BMW 53OI BREMBO",1101,1251,"Automotriz, Automotriz > Frenos","BALATA, BMW, BREMBO"
19775,P06064N,"BALATA BMW I8 BREMBO",1132,1286,"Automotriz, Automotriz > Frenos","BMW I8, BREMBO, X3, X4"
19777,P06058N,"BALATA BMW X5 BREMBO",2254,2562,"Automotriz, Automotriz > Frenos","BALATA, BMW X5, BREMBO"
19779,P10010N,"BALATA BUICK GMC BREMBO",1297,1474,"Automotriz, Automotriz > Frenos","BALATA BUICK, BREMBO, ENVOY, RAINER, SATURN, TRAILBLAZER, TRAVERSE"
19781,P10049N,"BALATA BUICK GMC ACADIA BREMBO",1450,1648,"Automotriz, Automotriz > Frenos","BALATA BUICK, BREMBO, ENCLAVE, SATURN, TRAILBLAZER, TRAVERSE"
19783,P59080N,"BALATA BUICK CRUZE TRAX BREMBO",898,1021,"Automotriz, Automotriz > Frenos","BALATA BUICK, BREMBO, CRUZE, ENCORE, SONIC, TRAX"
19784,09.7485.80,"BALATA BUICK SKYLARK CAVALIER PONTIAC BREMBO",810,920,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, BUICK, CAVALIER, OLDSMOBILE, SKYLARK"
19787,P09014N,"BALATA CADILLAC CAMARO BREMBO",810,921,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, CADILLAC, CAMARO, CTS, SRX"
19788,P10058N,"BALATA CADILLAC ESCALADE SUBURBAN YUKON BREMBO",1197,1360,"Automotriz, Automotriz > Frenos","BALATA CADILLAC, BREMBO, ESCALADE, SIERRA, TAHOE, YUKON"
19790,P59038N,"BALATA ASTRA ZAFIRA BREMBO",1352,1537,"Automotriz, Automotriz > Frenos","ASTRA, BALATA, BREMBO, CHEVROLET, ZAFIRA"
19792,09.3090.20,"BALATA BEAT SPARK BREMBO",537,610,"Automotriz, Automotriz > Frenos","BALATA, BEAT, BREMBO, SPARK, SPARK CLASSIC"
19793,P10054N,"BALATA BEAT SPARK BREMBO",812,923,"Automotriz, Automotriz > Frenos","BALATA, BEAT, BREMBO, SPARK, SPARK CLASSIC"
19795,P10004N,"BALATA CAPTIVA EQUINOX TERRAIN VUE BREMBO",1042,1184,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, CAPTIVA, EQUINOX, VUE"
19797,P09012N,"BALATA CHEVROLET CAVALIER BREMBO",1071,1217,"Automotriz, Automotriz > Frenos","BALATA, BREMBO, CAVALIER, CHEVROLET"
19799,14.4978.10,"BALATA CHEVY MONZA BREMBO",891,1012,"Automotriz, Automotriz > Frenos","BALATA CHEVY, BREMBO, MONZA"
19878,7242-D350EG,"BALATA DISCO DELANTERA VW POINTER 4 CIL. 1.8 LT 98-08",149,185,"Automotriz, Automotriz > Frenos","BALATA, DELANTERA, DISCO, NIKKO, POINTER"
